,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2018 PRICE VAR [%]
CHD,3776200000.0,0.081,1729600000.0,996900000.0,996900000.0,732700000.0,692700000.0,743400000.0,743400000.0,2.97,2.9,249925342.0,250600000.0,0.458,0.231,0.1974,0.197,870700000.0,745300000.0,743400000.0,0.1834,0.1969,278900000.0,278900000.0,1000200000.0,607700000.0,6014800000.0,935000000.0,3796800000.0,3479000000.0,2218000000.0,5000000.0,125400000.0,681500000.0,-45000000.0,-1303400000.0,698900000.0,91100000.0,636500000.0,0.62781804881293,1.07,0.66823529411765,0.29828877005348,0.0601,0.9167,0.264,-0.3589,1735400000.0,-2796600000.0,0.0874,0.0159,0.0117,0.6196,0.6685,0.6571,-0.0229,0.04,0.3814,0.1506,Consumer Defensive,1,35.22264851723126
BG,31939080000.0,0.073,1765000000.0,1437000000.0,1437000000.0,328000000.0,216000000.0,160000000.0,126000000.0,0.9,0.89,140625046.0,140625046.0,0.0385,0.024,0.0105,0.003,1088000000.0,479000000.0,174000000.0,0.0047,0.0035,916000000.0,916000000.0,10403000000.0,5310000000.0,18871000000.0,6215000000.0,11514000000.0,8081000000.0,7148000000.0,2186000000.0,609000000.0,-94761760.0,-646000000.0,199259749.9999987,-180000000.0,-333000000.0,-372495930.0,2.2706152844586764,1.6740000000000002,0.38889782783588,0.14738535800483,0.0132,-7.330236,0.0314,-1.0608,18033000000.0,-1111000000.0,-0.2676,-0.6005,-0.7056,-0.8223,-0.8225,-0.8224,-0.0473,-2.853604,-0.0165,0.1192,Consumer Defensive,0,-19.083351017339922
PBH,882060000.0,0.094,500286000.0,217472000.0,242823000.0,257463000.0,110850000.0,69395000.0,69395000.0,1.31,1.3,52936255.0,52976000.0,0.5672,0.261,0.2317,0.079,230188000.0,204396000.0,69395000.0,0.1257,0.0787,41855000.0,41855000.0,334434000.0,50595000.0,3911348000.0,162009000.0,3088799000.0,396707000.0,822549000.0,91791000.0,25792000.0,148672000.0,-2892000.0,-694595000.0,560957000.0,14625000.0,145780000.0,0.2255130456303,2.064,1.1023893734299,0.25834984476171,0.0236,2.1424,0.2466,-0.1121,392483000.0,-2754365000.0,0.0708,-0.1572,-0.011,-0.3054,-0.3069,-0.3085,0.0041,-0.1568,0.3264,0.1869,Consumer Defensive,0,-29.64228847073139
BIG,5193995000.0,0.0007,2099419000.0,1730956000.0,1851416000.0,248003000.0,244299000.0,152828000.0,152828000.0,3.37,3.32,44559880.0,44559880.0,0.4042,0.069,0.048,0.029,357705000.0,249390000.0,152828000.0,0.047,0.0294,51164000.0,51164000.0,994379000.0,525851000.0,1607707000.0,678595000.0,957077000.0,2323318000.0,650630000.0,278100000.0,108315000.0,311925000.0,-84721000.0,-84701000.0,-230204000.0,-2980000.0,227204000.0,2.2706152844586764,1.465,0.075396959895077,0.075396959895077,0.0694,2.041,0.3333,-0.7822,1607707000.0,37302000.0,0.0156,0.0818,0.0518,0.0697,0.1908,0.1857,-0.077762,-0.0889,-0.0199,0.0131,Consumer Defensive,0,-46.63813586701128
STZ,7321100000.0,0.118,3519000000.0,1392400000.0,1392400000.0,2126600000.0,2078900000.0,1528600000.0,1528600000.0,7.76,7.49,196057595.0,199287000.0,0.4807,0.362,0.3295,0.209,2649700000.0,2412200000.0,1532700000.0,0.284,0.2088,177400000.0,177400000.0,3230000000.0,3932800000.0,18602400000.0,2697600000.0,11717600000.0,7310000000.0,6891200000.0,620400000.0,237500000.0,1696000000.0,-907400000.0,-1461800000.0,-134800000.0,94300000.0,788600000.0,0.39355674536619,1.197,0.33896797153025,0.065762158956109,0.0489,1.1095,0.1902,-3.8206,7304200000.0,-8487600000.0,0.196,0.3331,0.2048,0.449,0.4317,0.4459,0.0012,0.1997,0.0965,0.1828,Consumer Defensive,0,-28.093676843552018
USFD,24147000000.0,0.0536,4218000000.0,3631000000.0,3630000000.0,588000000.0,404000000.0,444000000.0,444000000.0,2.0,1.97,224609543.0,222383038.0,0.1747,0.039,0.0238,0.018000000000000002,952000000.0,574000000.0,444000000.0,0.0167,0.0184,119000000.0,119000000.0,2819000000.0,1801000000.0,9037000000.0,2003000000.0,6286000000.0,124000000.0,2751000000.0,451000000.0,378000000.0,749000000.0,-196000000.0,-356000000.0,-405000000.0,-12000000.0,553000000.0,2.2706152844586764,1.4069999999999998,0.75786320519221,0.05941088367448801,0.0624,1.6869,0.1504,-0.5185,4706000000.0,-3467000000.0,0.0407,0.5944,0.4033,1.1143,0.9048,0.9126,0.1061,0.3643,0.0103,0.014,Consumer Defensive,0,-1.2484441774315185
SFM,4664612000.0,0.1528,1567030000.0,1245640000.0,1340960000.0,226070000.0,205518000.0,158440000.0,158440000.0,1.17,1.15,133070570.0,135169000.0,0.3359,0.069,0.0486,0.034,323682000.0,226695000.0,158440000.0,0.0441,0.034,19479000.0,19479000.0,299507000.0,713031000.0,1581603000.0,299714000.0,930909000.0,30558000.0,650694000.0,45623000.0,96987000.0,309567000.0,-198594000.0,-198594000.0,-103959000.0,7014000.0,110973000.0,2.2706152844586764,0.999,0.15138431971813002,0.064991959000914,0.047,1.9538,0.267,-2.0476,1017320000.0,-631402000.0,0.1493,0.0624,0.0617,0.2746,0.3929,0.3855,-0.077762,0.2171,0.0984,0.162,Consumer Defensive,0,-5.620231341252774
AVP,5715600000.0,-0.0004,3512300000.0,3231000000.0,3265600000.0,246700000.0,122700000.0,22000000.0,22000000.0,0.0,0.0,439997691.0,439700000.0,0.6145,0.066,0.0461,0.004,377500000.0,263500000.0,20000000.0,0.0215,0.0038,881500000.0,881500000.0,2233300000.0,702700000.0,3697900000.0,1559600000.0,3944800000.0,2320300000.0,-58694620.0,701700000.0,114000000.0,262600000.0,-91400000.0,-69600000.0,0.0,227100000.0,171200000.0,1.5456340084913,1.432,0.8583611182354499,0.56520902795589,0.0,10.812668999999996,0.5653,-0.8018,3602200000.0,-1711500000.0,0.0149,0.7155,0.6349,1.2045,1.0,1.0,0.0062,3.3477,0.0816,0.03,Consumer Defensive,0,-30.275233935739887
HMHC,1327029000.0,0.0271,572365000.0,636326000.0,707506000.0,-135141000.0,-154606000.0,-103187000.0,-103187000.0,-0.84,-0.84,123333025.0,122949064.0,0.4313,0.117,-0.0842,-0.078,154642000.0,-111801000.0,-103187000.0,-0.1165,-0.0778,148979000.0,235428000.0,732371000.0,148659000.0,2563591000.0,506749000.0,1768398000.0,-1854751800.0,795193000.0,371141000.0,266443000.0,135130000.0,-57092000.0,-204923000.0,-7330000.0,-77123000.0,78038000.0,0.51764458527121,1.445,0.8445936745805099,0.29398972666942,-0.0898,-1.3096,0.4795,-0.2143,1264980000.0,-1036027000.0,0.079,0.6235,0.5812,0.6374,0.6379,0.6379,0.0043,-0.06,-0.0615,-0.0658,Consumer Defensive,0,-5.240649249208451
POST,5225800000.0,0.0396,1574100000.0,867400000.0,1053800000.0,520300000.0,74400000.0,48300000.0,34800000.0,0.51,0.5,66156938.0,67800000.0,0.3012,0.136,0.0745,0.006999999999999999,712300000.0,389200000.0,48300000.0,0.0142,0.0092,1530100000.0,1530100000.0,2615900000.0,1690700000.0,11876800000.0,704400000.0,9087100000.0,-376000000.0,2780000000.0,346300000.0,323100000.0,386700000.0,-190400000.0,-2090800000.0,1560192971.6214437,382300000.0,196300000.0,0.44000067358211,3.714,2.8544860874503,2.1722032935832,0.0058,10.812668999999996,0.166,-0.5893,4490900000.0,-6471200000.0,0.0173,0.4081,-0.0465,2.2254,2.2439,2.2195,0.016,-0.2303,0.2688,0.033,Consumer Defensive,1,12.19787829080055
EL,11824000000.0,0.0499,9390000000.0,6250910204.081651,7686000000.0,1704000000.0,1610000000.0,1249000000.0,1249000000.0,3.4,3.35,367832334.0,367100000.0,0.7941,0.184,0.1449,0.106,2177000000.0,1713000000.0,1256000000.0,0.1362,0.1056,1136000000.0,1741000000.0,4964000000.0,1671000000.0,11568000000.0,2823000000.0,7166000000.0,8452000000.0,4384000000.0,1799000000.0,464000000.0,1790000000.0,-492000000.0,-2204000000.0,630000000.0,222000000.0,1298000000.0,1.0221300138313,1.758,1.1108749557209,0.40240878498052,0.0354,1.4331,0.6309,-1.0603,8325000000.0,-2202000000.0,0.034,0.0574,0.0584,0.1202,0.1296,0.1318,-0.0096,0.0006,0.2543,0.0166,Consumer Defensive,1,3.0922342066257937
FEDU,29524556.8149,1.0617,17122784.0744,7938680.6161,7938680.6161,9184103.4583,5444638.1866,2566986.3412,2566986.3412,0.0705,0.0683,3461526.0099,2034292.3569,0.58,0.028,0.1844,0.0126,5699651.2642,5444638.1866,2519471.0840000003,0.1844,0.0869,33561174.0773,33561174.0773,41066259.8082,1074542.2842,43029061.3194,18117262.4237,18117262.4237,-1877651.8454,269398.4307,18056233.653,255013.0776,17361086.8933,-967887.2421,-1478639.9303,10883900.0291,27410636.4429,16393199.6513,0.68615386693524,0.3294,2.2163085585035,1.8524417923868,0.006999999999999999,6.7632,0.2689,-3.7954,42948125.5449,22948997.3845,1.8895,2.3645,4.660001999999988,1.5428,1.4179,1.4049,-0.0482,4.897032000000001,1.8851559999999996,0.5974,Consumer Defensive,0,-72.49589124317872
LW,3168000000.0,0.0581,778800000.0,260500000.0,260500000.0,518300000.0,497100000.0,326900000.0,326900000.0,2.22,2.22,146068558.0,146068558.0,0.2458,0.211,0.1762,0.103,667400000.0,558300000.0,340200000.0,0.1569,0.1032,57100000.0,57100000.0,858200000.0,1271200000.0,2485600000.0,555400000.0,3132800000.0,121000000.0,-58694620.0,200500000.0,109100000.0,446900000.0,-287400000.0,-285300000.0,-142000000.0,20700000.0,159500000.0,1.2745413582234,1.545,0.43626215340295,0.10280878646021,0.0481,1.3671,0.0822,-2.6343,2315400000.0,-2274600000.0,0.1764,0.4642,0.3748,0.1633,0.1563,0.1563,0.0068,0.16899999999999998,0.1513,-0.086,Consumer Defensive,1,34.38198151928289
FLO,3920733000.0,-0.0016,1911260000.0,1510015000.0,1783781000.0,127479000.0,149293000.0,150120000.0,150120000.0,0.72,0.71,209609731.0,209573000.0,0.4875,0.085,0.0474,0.038,332569000.0,185850000.0,150120000.0,0.0381,0.0383,5129000.0,5129000.0,507191000.0,732026000.0,2659724000.0,393951000.0,1409047000.0,919658000.0,1250677000.0,200468000.0,146719000.0,297389000.0,-30067000.0,-35395000.0,-263275000.0,-1281000.0,267322000.0,1.474112727486,1.287,0.72389459602844,0.014130549870128798,0.0373,1.981,0.3851,-0.2049,1452505000.0,-901856000.0,0.0059,-0.3466,-0.5064,-0.0834,-0.0886,-0.0897,0.0004,-0.166,-0.0367,0.0277,Consumer Defensive,0,-0.9792353723383148
PPC,10767863000.0,0.09,1471614000.0,389517000.0,399292000.0,1072322000.0,958478000.0,694579000.0,694579000.0,2.79,2.79,248752508.0,248738000.0,0.1367,0.125,0.099,0.065,1343453000.0,1065661000.0,718167000.0,0.08900000000000001,0.0645,589531000.0,589531000.0,2516288000.0,2113312000.0,6248652000.0,1452523000.0,4392991000.0,173943000.0,1846156000.0,668832000.0,277792000.0,801321000.0,-335397000.0,-992072000.0,466395000.0,292008000.0,465924000.0,1.7232297461917,1.732,0.79720596506906,0.40586689505089,0.0924,1.1537,0.0362,-1.2074,4629600000.0,-1876703000.0,0.333,0.402,0.3538,0.5767,0.6034,0.6127,-0.0203,0.0075,0.2443,0.2531,Consumer Defensive,0,-48.60834966187222
DLTR,20719200000.0,0.3369,6394700000.0,4689900000.0,4689900000.0,1704800000.0,1329400000.0,896200000.0,896200000.0,3.8,3.78,236071417.0,236071417.0,0.3086,0.113,0.0823,0.043,2342400000.0,1704900000.0,896200000.0,0.0642,0.0433,866400000.0,870400000.0,3938000000.0,3115800000.0,15701600000.0,2105900000.0,10312100000.0,2952600000.0,5389500000.0,834200000.0,637500000.0,1673300000.0,-565600000.0,-483600000.0,-1060500000.0,130300000.0,1107700000.0,1.3195597900851002,1.87,0.4133149722209001,0.41141554679709,0.0505,1.8671,0.2264,-0.8872,7104400000.0,-6374100000.0,0.3732,0.6274,0.6241,2.1735,1.9921,2.0,0.058,1.0851,-0.0126,0.3002,Consumer Defensive,0,-16.901281013849573
GNC,2480962000.0,-0.0346,824422000.0,624269000.0,1081749000.0,-149029550.0,-213033432.889968,-150262000.0,-150262000.0,-2.18,-2.18,69002867.0,68789000.0,0.3323,-0.076,-0.0991,-0.061,-105989480.0,-157460500.0,-150262000.0,-0.125,-0.0606,64001000.0,64001000.0,743031000.0,186562000.0,1519763000.0,267099000.0,1705684000.0,543814000.0,-58694620.0,114081000.0,56809000.0,220508000.0,-32123000.0,-23762000.0,-168106000.0,29537000.0,188385000.0,1.6324663779813,2.782,0.7137840276451801,0.23961527373745,-0.6229,-1.4675,0.2516,-0.5655,954619000.0,-962653000.0,-0.0701,-0.4349,-0.5056,0.4732,0.4696,0.4696,-0.0089,0.0591,-0.2608,0.0457,Consumer Defensive,0,-32.2857175554548
BTI,26437837837.8378,0.5155,14873059999.999985,1000000.0,3425675675.6757,4664729689.999996,4001838743.1264772,2982688415.366154,2998500000.0,8.730385000000002,8.494899999999998,1174421168.7599947,1166531399.9999998,0.7427,0.8067030023094659,0.6663819999999998,0.5270566371681403,6851127871.1704,4590750000.000007,3031702000.000004,0.7228839999999992,0.5280559999999999,4447297297.2973,4535135135.1351,18872972972.973,6597297297.2973,103017803499.99924,21087837837.8378,64050330000.000305,17732896794.972454,24114386718.386272,291891891.8918,1218918918.9189,5659480000.0000105,-1193243243.2432,-4727600000.0,1560192971.6214437,938929045.7406827,3912306999.9999743,0.13869865441604,1.2095,0.5232297340595901,0.21089394424864005,0.170075,0.1632,0.0,-0.9789,31444594594.5946,-39746988411.80168,0.5298,4.3077,0.5822,5.512875999999997,5.745376000000013,5.6667,0.0997,0.3689,1.8851559999999996,0.0,Consumer Defensive,0,-49.706867620295924
DF,7795025000.0,0.011,1818067000.0,1654210000.0,1730501000.0,87566000.0,35409000.0,61588000.0,61588000.0,0.68,0.67,91071660.0,90899284.0,0.2332,0.035,0.0129,0.008,271010000.0,100370000.0,61588000.0,0.0045,0.0079,16512000.0,16512000.0,1019879000.0,1094064000.0,2503829000.0,672195000.0,1847882000.0,74219000.0,655947000.0,0.0,170640000.0,144799000.0,-102390000.0,-134986000.0,-11281000.0,-1468000.0,42409000.0,2.2706152844586764,1.517,1.0299660068879002,0.02456430053779,0.0586,2.3511,0.2122,-0.6,2124674000.0,-828003000.0,-0.0855,-0.6265,-0.6735,-0.4865,-0.4848,-0.4885,-0.0026,-0.4375,-0.0393,-0.0214,Consumer Defensive,0,-66.03298318625762
HLF,4427700000.0,-0.0135,3579100000.0,1758600000.0,2962000000.0,617100000.0,471200000.0,213900000.0,213900000.0,1.35,1.29,174394392.0,158500000.0,0.8083,0.165,0.1427,0.048,731800000.0,632000000.0,213900000.0,0.1064,0.0483,1278800000.0,1278800000.0,1860300000.0,377500000.0,2895100000.0,906800000.0,3229800000.0,-248100000.0,-58694620.0,736600000.0,99800000.0,590800000.0,-95500000.0,-95200000.0,-85200000.0,438600000.0,495300000.0,1.5293772235847,2.051,1.5131230701367,1.4102337891487,0.0391,2.762,0.3972,-0.9569,2488100000.0,-1369500000.0,-0.0151,0.3621,0.3471,-0.1773,-0.1401,-0.1457,-0.0377,0.6085,0.1285,-0.1059,Consumer Defensive,1,70.57291209628755
TWNK,776188000.0,0.0668,326898000.0,118033000.0,92906000.0,233992000.0,156693000.0,223897000.0,223897000.0,2.26,2.13,130030960.0,99109629.0,0.4212,0.302,0.2523,0.28800000000000003,234037000.0,195867000.0,258108000.0,0.2019,0.2885,135701000.0,135701000.0,279028000.0,174121000.0,2966275000.0,127851000.0,1493702000.0,208279000.0,788093000.0,66591000.0,38170000.0,163685000.0,-35294000.0,-35209000.0,-19630000.0,108846000.0,128391000.0,0.26167095094015,2.182,1.8514755457525,1.0613995979695,0.1479,0.7311,0.1521,-0.9247,463741000.0,-1214674000.0,0.0813,0.0647,0.4657,3.2399,3.1852,2.9444,0.0768,0.4131,0.0415,0.0506,Consumer Defensive,0,-28.403142856233405
BUD,31939080000.0,0.2401,14873059999.999985,6250910204.081651,9911321994.134869,4664729689.999996,4001838743.1264772,2982688415.366154,2998500000.0,4.06,3.98,1174421168.7599947,1166531399.9999998,0.6211,0.373,0.2972,0.141,6851127871.1704,4590750000.000007,3031702000.000004,0.1752,0.1412,5831476602.176539,8451943891.880543,23761468367.346733,19596279989.999966,103017803499.99924,24183000000.0,64050330000.000305,17732896794.972454,24114386718.386272,2437000000.0,2109760000.000002,5659480000.0000105,-2415049693.63707,199259749.9999987,-2630933660.0,938929045.7406827,3912306999.9999743,0.22932969292151,0.662,0.52956284002099,0.28919389135898,0.0361,1.9365,0.3207,-0.9645,59312000000.0,-39746988411.80168,0.265,0.3762,0.3315,5.512875999999997,4.6389,4.6056,0.1453,0.5262,-0.0408,0.193,Consumer Defensive,0,-39.31328229197803
CHGG,255066000.0,0.0038,174891000.0,115651000.0,193858000.0,-18967000.0,-18481000.0,-20283000.0,-20283000.0,-0.2,-0.2,108441709.0,100022000.0,0.6857,0.004,-0.0722,-0.08,930000.0,-18407000.0,-20283000.0,-0.0725,-0.0795,126457000.0,208199000.0,228942000.0,47493000.0,446930000.0,51563000.0,55868000.0,-391611000.0,391062000.0,44514000.0,19337000.0,51550000.0,-19199000.0,-136234000.0,134214000.0,49530000.0,32351000.0,0.5707068220974201,4.44,4.2482788045692015,2.4524756123577003,-0.0121,-2.5415,0.4534,-0.9929,300505000.0,173074000.0,0.3004,0.544,0.5267,0.5199,0.5745,0.5745,0.1048,1.1247,0.5377,0.0579,Consumer Defensive,1,71.72206275788103
AGRO,933178000.0,0.0736,166451000.0,152698000.0,108935000.0,57516000.0,8206000.0,13198000.0,13198000.0,0.109,0.108,121143497.0,121143497.0,0.1784,0.311,0.1495,0.014,290562000.0,139555000.0,14975000.0,0.0088,0.0141,269195000.0,269195000.0,689452000.0,831377000.0,1645089000.0,282408000.0,962070000.0,106209000.0,673880000.0,28260000.0,151007000.0,237105000.0,-197424000.0,-188335000.0,70194000.0,118964000.0,39681000.0,0.5672507688033901,2.441,1.5630187530098,0.95321308178239,0.0105,10.812668999999996,0.1636,-1.3074,1627897000.0,-272618000.0,-0.1269,-0.2649,-0.1149,0.1409,0.1474,0.1489,0.0064,-0.0716,0.0994,0.1619,Consumer Defensive,0,-32.68858863212853
CASY,7506587000.0,0.054000000000000006,1681161000.0,1172328000.0,1369957000.0,311204000.0,269668000.0,177485000.0,177485000.0,4.54,4.48,39198171.0,39198171.0,0.224,0.068,0.0415,0.024,508833000.0,311204000.0,177485000.0,0.0359,0.0236,76717000.0,76717000.0,350685000.0,2513158000.0,3020102000.0,427378000.0,1829482000.0,1150546000.0,1190620000.0,117154000.0,197629000.0,459273000.0,-429252000.0,-454725000.0,-3606000.0,942000.0,30021000.0,2.2706152844586764,0.821,0.28069062984056,0.17950619826008998,0.0408,2.5877,0.1562,-2.172,2887296000.0,-1478797000.0,0.0419,-0.1997,-0.1997,-0.2146,-0.2159,-0.2182,0.0256,-0.0278,0.1078,0.1125,Consumer Defensive,1,15.130509952283758
MGPI,347448000.0,0.0917,76016000.0,33107000.0,33107000.0,42909000.0,52758000.0,41823000.0,40827000.0,2.44,2.44,16724736.0,16746731.0,0.2188,0.188,0.1553,0.118,65250000.0,53942000.0,41823000.0,0.1518,0.1204,3084000.0,3084000.0,134742000.0,103051000.0,240328000.0,41580000.0,71598000.0,167129000.0,168730000.0,11171000.0,11308000.0,33471000.0,-21055000.0,1777000.0,-33733000.0,1515000.0,12416000.0,1.4457241769582,3.241,0.9002164502164499,0.074170274170274,0.0308,0.8198,0.0953,-1.862,240328000.0,63144000.0,0.1644,0.1724,0.0223,0.3505,0.3407,0.3407,0.0062,0.6972,0.0665,0.2403,Consumer Defensive,0,-27.669071210753664
EDU,1799509000.0,0.2172,1049923000.0,787774000.0,787774000.0,262149000.0,134526000.0,274457000.0,274457000.0,1.74,1.74,157439397.0,157551320.0,0.5834,0.105,0.0748,0.153,189809000.0,134526000.0,276796000.0,0.0748,0.1525,641062000.0,1970747000.0,2326262000.0,282800000.0,2924979000.0,1202681000.0,1204901000.0,1171109000.0,1680948000.0,1178375000.0,55283000.0,622694000.0,-102929000.0,-672400000.0,4792000.0,-68460000.0,519765000.0,0.61522116910925,1.934,1.6478068581777,0.53302746114722,0.0243,2.2688,0.4378,-1.8619,2903223000.0,699828189.9999981,0.2152,0.4402,0.3438,0.2204,0.2168,0.2168,0.001,0.1876,0.2421,0.1777,Consumer Defensive,0,-43.951323386695925
TSN,31939080000.0,0.0374,5062000000.0,2141000000.0,2141000000.0,2921000000.0,2624000000.0,1774000000.0,1774000000.0,4.94,4.79,359277999.0,366000000.0,0.1323,0.096,0.0759,0.046,3664000000.0,2903000000.0,1778000000.0,0.0686,0.0464,318000000.0,318000000.0,6258000000.0,5568000000.0,28066000000.0,4032000000.0,17507000000.0,9776000000.0,10541000000.0,1428000000.0,761000000.0,2599000000.0,-1069000000.0,-4164000000.0,1530000000.0,-31000000.0,1530000000.0,1.3632152782726,1.5519999999999998,0.49429563492063,0.078869047619048,0.0696,1.4651,0.056,-1.4047,12499000000.0,-11249000000.0,0.0777,0.0211,0.0311,0.0034,0.0578,0.0574,-0.0513,-0.0431,0.2545,0.1486,Consumer Defensive,0,-32.44791594574875
MKC,4834100000.0,0.0958,2010200000.0,1244800000.0,1307800000.0,702400000.0,594800000.0,443500000.0,443500000.0,3.77,3.72,130998369.0,130998369.0,0.4158,0.16899999999999998,0.1428,0.092,815700000.0,690500000.0,443500000.0,0.123,0.0917,186800000.0,186800000.0,1617000000.0,809100000.0,10385800000.0,1947300000.0,7814900000.0,1166500000.0,2570900000.0,724200000.0,125200000.0,815300000.0,-181300000.0,-4508300000.0,1560192971.6214437,68400000.0,634000000.0,0.4654528298253401,0.83,0.38098906177785,0.095927694756843,0.0369,1.8383,0.2575,-1.4481,2824600000.0,-6197900000.0,0.0975,0.0702,0.0958,0.0167,0.0107,0.0081,0.0,0.2389,1.2403,0.0594,Consumer Defensive,1,39.94566094586421
COT,2269700000.0,0.3983,1127700000.0,1043200000.0,1083800000.0,43900000.0,-31400000.0,-1400000.0,-1400000.0,-0.01,-0.01,139298082.0,139078000.0,0.4968,0.107,0.0238,-0.001,242700000.0,54100000.0,7100000.0,-0.0138,-0.0006,91900000.0,91900000.0,933900000.0,584200000.0,4093100000.0,933400000.0,3207400000.0,-12200000.0,879600000.0,295100000.0,188600000.0,278700000.0,-119100000.0,-198300000.0,-46900000.0,39800000.0,159600000.0,0.55451858004935,1.001,0.40379258624384,0.09845725305335302,-0.0006,-7.330236,0.4596,-0.6315,2237300000.0,-2273500000.0,0.3265,4.9779,3.6211,0.982,0.9836,0.9836,0.0841,0.033,0.0389,0.294,Consumer Defensive,0,-14.722660251026342
